  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.216   0.234   0.457
   0.025  27.000   0.219   0.237   0.463
   0.050  27.000   0.220   0.238   0.466
   0.075  27.000   0.221   0.238   0.466
   0.100  26.000   0.221   0.236   0.464
   0.125  25.000   0.220   0.233   0.458
   0.150  26.000   0.218   0.226   0.447
   0.175  23.000   0.214   0.216   0.431
   0.200  22.000   0.206   0.209   0.416
   0.225  22.000   0.196   0.204   0.403
   0.250  22.000   0.186   0.197   0.388
   0.275  21.000   0.176   0.189   0.370
   0.300  21.000   0.166   0.179   0.350
   0.325  21.000   0.156   0.169   0.331
   0.350  21.000   0.147   0.160   0.313
   0.375  21.000   0.139   0.151   0.296
   0.400  21.000   0.132   0.144   0.281
   0.425  21.000   0.126   0.137   0.267
   0.450  21.000   0.120   0.131   0.255
   0.475  21.000   0.120   0.131   0.256
   0.500  21.000   0.121   0.132   0.257
   0.525  21.000   0.121   0.132   0.258
   0.550  21.000   0.122   0.133   0.259
   0.575  21.000   0.122   0.133   0.260
   0.600  21.000   0.123   0.134   0.262
   0.625  21.000   0.124   0.134   0.263
   0.650  21.000   0.124   0.135   0.264
   0.675  21.000   0.125   0.136   0.265
   0.700  22.000   0.126   0.136   0.266
   0.725  22.000   0.126   0.137   0.268
   0.750  22.000   0.127   0.138   0.269
   0.775  22.000   0.128   0.138   0.270
   0.800  21.000   0.128   0.139   0.272
   0.825  21.000   0.129   0.140   0.273
   0.850  21.000   0.130   0.140   0.274
   0.875  20.000   0.131   0.141   0.276
   0.900  20.000   0.131   0.142   0.277
   0.925  20.000   0.132   0.142   0.279
   0.950  20.000   0.133   0.143   0.280
   0.975  20.000   0.133   0.144   0.282
   1.000  20.000   0.134   0.144   0.283
