  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  14.000   0.000   0.000   0.002
   0.025  14.000   0.000   0.000   0.002
   0.050  12.000   0.000   0.000   0.004
   0.075  12.000   0.000   0.000   0.004
   0.100  12.000   0.000   0.000   0.005
   0.125  12.000   0.000   0.001   0.008
   0.150  12.000   0.000   0.001   0.016
   0.175  12.000   0.000   0.002   0.035
   0.200  12.000   0.000   0.004   0.069
   0.225  12.000   0.000   0.006   0.113
   0.250  12.000   0.001   0.009   0.159
   0.275  12.000   0.002   0.012   0.203
   0.300  12.000   0.004   0.015   0.242
   0.325  14.000   0.005   0.019   0.276
   0.350  14.000   0.007   0.023   0.306
   0.375  14.000   0.009   0.028   0.332
   0.400  14.000   0.012   0.034   0.354
   0.425  14.000   0.014   0.040   0.372
   0.450  14.000   0.016   0.045   0.361
   0.475  14.000   0.018   0.049   0.352
   0.500  14.000   0.020   0.054   0.343
   0.525  14.000   0.022   0.058   0.335
   0.550  14.000   0.024   0.063   0.326
   0.575  14.000   0.026   0.068   0.318
   0.600  14.000   0.028   0.072   0.310
   0.625  14.000   0.030   0.077   0.302
   0.650  14.000   0.031   0.081   0.295
   0.675  14.000   0.033   0.085   0.288
   0.700  14.000   0.035   0.090   0.281
   0.725  14.000   0.037   0.094   0.274
   0.750  13.000   0.039   0.098   0.267
   0.775  12.000   0.040   0.102   0.261
   0.800  12.000   0.042   0.105   0.255
   0.825  12.000   0.043   0.109   0.249
   0.850  12.000   0.045   0.113   0.244
   0.875  12.000   0.047   0.116   0.238
   0.900  12.000   0.048   0.119   0.233
   0.925  12.000   0.049   0.122   0.228
   0.950  12.000   0.051   0.126   0.223
   0.975  11.000   0.052   0.129   0.218
   1.000  11.000   0.054   0.131   0.214
