TEXTURE AT STRAIN =    0.8500
   1.202   1.259   0.657  <-- length of phase ellipsoid axes
   24.12    9.60   -3.13  <-- Euler angles (deg) of phase ellipsoid axes
B       500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
 -161.28   24.17 -126.48   0.0016500
