  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.260   0.241   0.493
   0.025  30.000   0.258   0.243   0.494
   0.050  28.000   0.253   0.244   0.494
   0.075  26.000   0.246   0.244   0.488
   0.100  26.000   0.235   0.236   0.471
   0.125  28.000   0.227   0.230   0.458
   0.150  26.000   0.221   0.229   0.453
   0.175  30.000   0.211   0.223   0.439
   0.200  30.000   0.199   0.212   0.417
   0.225  29.000   0.185   0.198   0.388
   0.250  30.000   0.170   0.181   0.356
   0.275  30.000   0.156   0.165   0.324
   0.300  29.000   0.143   0.150   0.295
   0.325  27.000   0.132   0.136   0.270
   0.350  26.000   0.122   0.125   0.249
   0.375  27.000   0.115   0.117   0.232
   0.400  28.000   0.108   0.110   0.219
   0.425  26.000   0.104   0.105   0.209
   0.450  26.000   0.100   0.101   0.202
   0.475  26.000   0.100   0.101   0.201
   0.500  26.000   0.100   0.101   0.201
   0.525  26.000   0.100   0.101   0.202
   0.550  26.000   0.100   0.101   0.202
   0.575  26.000   0.100   0.101   0.202
   0.600  26.000   0.100   0.101   0.202
   0.625  26.000   0.100   0.101   0.202
   0.650  26.000   0.100   0.101   0.202
   0.675  26.000   0.100   0.102   0.202
   0.700  26.000   0.100   0.102   0.202
   0.725  26.000   0.100   0.102   0.203
   0.750  26.000   0.100   0.102   0.203
   0.775  26.000   0.100   0.102   0.203
   0.800  26.000   0.100   0.102   0.203
   0.825  26.000   0.101   0.102   0.204
   0.850  26.000   0.101   0.102   0.204
   0.875  26.000   0.101   0.103   0.204
   0.900  26.000   0.101   0.103   0.205
   0.925  26.000   0.101   0.103   0.205
   0.950  25.000   0.102   0.103   0.205
   0.975  25.000   0.102   0.104   0.206
   1.000  25.000   0.102   0.104   0.206
