TEXTURE AT STRAIN =    0.8000
   2.630   2.940   0.109  <-- length of phase ellipsoid axes
  -68.47    1.00 -173.60  <-- Euler angles (deg) of phase ellipsoid axes
B       500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
 -173.93   98.92 -171.38   0.0003500
