  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.073   0.005   0.000
   0.025   3.000   0.066   0.005   0.000
   0.050   3.000   0.068   0.006   0.000
   0.075   3.000   0.078   0.012   0.000
   0.100   3.000   0.095   0.028   0.001
   0.125   3.000   0.110   0.055   0.002
   0.150   3.000   0.117   0.078   0.002
   0.175   4.000   0.121   0.101   0.003
   0.200   4.000   0.128   0.128   0.003
   0.225   4.000   0.140   0.158   0.004
   0.250   4.000   0.154   0.189   0.005
   0.275   4.000   0.169   0.218   0.006
   0.300   4.000   0.184   0.246   0.007
   0.325   4.000   0.198   0.271   0.008
   0.350   4.000   0.210   0.294   0.010
   0.375   4.000   0.221   0.314   0.012
   0.400   4.000   0.230   0.331   0.014
   0.425   4.000   0.236   0.345   0.017
   0.450   4.000   0.241   0.355   0.020
   0.475   4.000   0.242   0.360   0.023
   0.500   4.000   0.241   0.360   0.026
   0.525   5.000   0.238   0.358   0.029
   0.550   5.000   0.232   0.352   0.032
   0.575   5.000   0.226   0.345   0.034
   0.600   5.000   0.219   0.339   0.037
   0.625   5.000   0.213   0.332   0.039
   0.650   5.000   0.207   0.324   0.042
   0.675   5.000   0.201   0.317   0.044
   0.700   5.000   0.195   0.309   0.047
   0.725   5.000   0.189   0.301   0.049
   0.750   5.000   0.183   0.293   0.050
   0.775   5.000   0.178   0.286   0.052
   0.800   6.000   0.173   0.279   0.053
   0.825   6.000   0.168   0.272   0.055
   0.850   5.000   0.164   0.267   0.056
   0.875   5.000   0.162   0.260   0.056
   0.900   5.000   0.159   0.249   0.055
   0.925   5.000   0.154   0.239   0.053
   0.950   5.000   0.148   0.231   0.052
   0.975   5.000   0.142   0.226   0.051
   1.000   5.000   0.138   0.224   0.051
