          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.15354E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.48330E+02  0.47607E+02 -0.95937E+02  0.53452E+01 -0.26275E+01  0.30331E+02      982.00
  0.23431E-01  0.15434E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.49037E+02  0.46929E+02 -0.95966E+02  0.53753E+01 -0.23826E+01  0.31588E+02      982.00
  0.46747E-01  0.15719E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.49965E+02  0.46981E+02 -0.96946E+02  0.53261E+01 -0.20738E+01  0.33943E+02      982.00
  0.69876E-01  0.16328E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.51586E+02  0.47695E+02 -0.99281E+02  0.53072E+01 -0.18096E+01  0.38201E+02      982.00
  0.92677E-01  0.17267E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.53869E+02  0.49163E+02 -0.10303E+03  0.53021E+01 -0.14715E+01  0.44051E+02      982.00
  0.11505E+00  0.18707E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.57227E+02  0.51531E+02 -0.10876E+03  0.53919E+01 -0.11129E+01  0.52496E+02      982.00
  0.13685E+00  0.20797E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.61950E+02  0.54981E+02 -0.11693E+03  0.55795E+01 -0.70552E+00  0.64183E+02      982.00
  0.15794E+00  0.23769E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.68477E+02  0.59809E+02 -0.12829E+03  0.58959E+01 -0.24040E+00  0.80223E+02      982.00
  0.17818E+00  0.27728E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.76956E+02  0.66106E+02 -0.14306E+03  0.63109E+01  0.29872E+00  0.10103E+03      982.00
  0.19753E+00  0.32486E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.86949E+02  0.73527E+02 -0.16048E+03  0.67649E+01  0.86864E+00  0.12559E+03      982.00
  0.21605E+00  0.37326E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.96966E+02  0.80954E+02 -0.17792E+03  0.71623E+01  0.13553E+01  0.15028E+03      982.00
  0.23393E+00  0.41431E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10544E+03  0.87311E+02 -0.19275E+03  0.73374E+01  0.17763E+01  0.17092E+03      982.00
  0.25137E+00  0.44695E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11219E+03  0.92397E+02 -0.20459E+03  0.73531E+01  0.20861E+01  0.18719E+03      982.00
  0.26854E+00  0.47213E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11738E+03  0.96311E+02 -0.21370E+03  0.72913E+01  0.22667E+01  0.19971E+03      982.00
  0.28551E+00  0.49094E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12131E+03  0.99313E+02 -0.22062E+03  0.70938E+01  0.24397E+01  0.20894E+03      982.00
  0.30236E+00  0.50583E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12442E+03  0.10166E+03 -0.22608E+03  0.68764E+01  0.25328E+01  0.21626E+03      982.00
  0.31912E+00  0.51729E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12685E+03  0.10349E+03 -0.23034E+03  0.66128E+01  0.26061E+01  0.22186E+03      982.00
  0.33582E+00  0.52684E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12888E+03  0.10497E+03 -0.23385E+03  0.63503E+01  0.26310E+01  0.22653E+03      982.00
  0.35247E+00  0.53470E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13056E+03  0.10618E+03 -0.23675E+03  0.60798E+01  0.26331E+01  0.23037E+03      982.00
  0.36907E+00  0.54105E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13193E+03  0.10717E+03 -0.23910E+03  0.58031E+01  0.26221E+01  0.23347E+03      982.00
  0.38564E+00  0.54617E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13302E+03  0.10796E+03 -0.24098E+03  0.55444E+01  0.25876E+01  0.23598E+03      982.00
  0.40219E+00  0.55062E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13398E+03  0.10865E+03 -0.24264E+03  0.52680E+01  0.25606E+01  0.23814E+03      982.00
  0.41871E+00  0.55499E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13494E+03  0.10929E+03 -0.24423E+03  0.50177E+01  0.25077E+01  0.24030E+03      982.00
