TEXTURE AT STRAIN =    0.7500
   2.185   3.165   0.123  <-- length of phase ellipsoid axes
  -46.33    1.30 -179.06  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
  136.15   56.46 -134.94   0.0003500
