TEXTURE AT STRAIN =    0.5000
   2.185   3.165   0.123  <-- length of phase ellipsoid axes
  -46.76    1.65 -178.48  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
  136.23   56.23 -135.06   0.0003500
