  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.156   0.003   0.000
   0.025   2.000   0.142   0.003   0.000
   0.050   2.000   0.133   0.003   0.000
   0.075   2.000   0.129   0.004   0.000
   0.100   3.000   0.131   0.005   0.001
   0.125   3.000   0.138   0.011   0.002
   0.150   3.000   0.138   0.017   0.003
   0.175   3.000   0.131   0.016   0.003
   0.200   3.000   0.132   0.021   0.005
   0.225   3.000   0.139   0.034   0.009
   0.250   3.000   0.150   0.053   0.015
   0.275   7.000   0.162   0.076   0.022
   0.300   7.000   0.175   0.100   0.030
   0.325   7.000   0.188   0.123   0.036
   0.350   7.000   0.199   0.144   0.041
   0.375   7.000   0.210   0.164   0.045
   0.400   7.000   0.219   0.182   0.048
   0.425   7.000   0.228   0.199   0.049
   0.450   7.000   0.235   0.214   0.049
   0.475   6.000   0.241   0.229   0.048
   0.500   5.000   0.238   0.232   0.044
   0.525   3.000   0.236   0.236   0.041
   0.550   3.000   0.233   0.240   0.037
   0.575   3.000   0.231   0.244   0.033
   0.600   3.000   0.229   0.247   0.030
   0.625   3.000   0.226   0.251   0.027
   0.650   3.000   0.224   0.254   0.024
   0.675   3.000   0.222   0.257   0.021
   0.700   3.000   0.220   0.260   0.018
   0.725   3.000   0.218   0.262   0.016
   0.750   3.000   0.215   0.265   0.014
   0.775   3.000   0.213   0.266   0.012
   0.800   3.000   0.211   0.268   0.010
   0.825   3.000   0.209   0.269   0.009
   0.850   3.000   0.207   0.271   0.008
   0.875   3.000   0.204   0.271   0.006
   0.900   3.000   0.202   0.272   0.006
   0.925   3.000   0.200   0.272   0.005
   0.950   3.000   0.197   0.272   0.004
   0.975   3.000   0.195   0.272   0.004
   1.000   3.000   0.192   0.272   0.003
