  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.202   0.215   0.423
   0.025  21.000   0.206   0.219   0.430
   0.050  21.000   0.208   0.221   0.435
   0.075  21.000   0.210   0.221   0.436
   0.100  19.000   0.211   0.219   0.433
   0.125  19.000   0.210   0.214   0.425
   0.150  19.000   0.209   0.211   0.421
   0.175  20.000   0.210   0.214   0.426
   0.200  20.000   0.206   0.213   0.422
   0.225  21.000   0.199   0.208   0.411
   0.250  21.000   0.190   0.199   0.393
   0.275  21.000   0.179   0.189   0.372
   0.300  21.000   0.168   0.178   0.350
   0.325  21.000   0.157   0.167   0.329
   0.350  21.000   0.148   0.158   0.310
   0.375  21.000   0.140   0.149   0.292
   0.400  21.000   0.132   0.141   0.277
   0.425  21.000   0.126   0.135   0.264
   0.450  21.000   0.121   0.129   0.253
   0.475  21.000   0.116   0.124   0.243
   0.500  22.000   0.116   0.125   0.244
   0.525  23.000   0.117   0.125   0.246
   0.550  23.000   0.117   0.126   0.247
   0.575  23.000   0.117   0.127   0.248
   0.600  23.000   0.118   0.127   0.249
   0.625  23.000   0.118   0.128   0.250
   0.650  23.000   0.118   0.128   0.251
   0.675  21.000   0.119   0.129   0.252
   0.700  21.000   0.119   0.130   0.253
   0.725  21.000   0.120   0.130   0.254
   0.750  21.000   0.120   0.131   0.255
   0.775  21.000   0.121   0.131   0.257
   0.800  21.000   0.121   0.132   0.258
   0.825  21.000   0.122   0.133   0.259
   0.850  21.000   0.122   0.133   0.260
   0.875  21.000   0.123   0.134   0.261
   0.900  21.000   0.124   0.134   0.263
   0.925  22.000   0.124   0.135   0.264
   0.950  23.000   0.125   0.136   0.265
   0.975  23.000   0.126   0.136   0.267
   1.000  23.000   0.127   0.137   0.268
