  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   1.000   0.317   0.000   0.001
   0.025   1.000   0.297   0.000   0.001
   0.050   1.000   0.280   0.000   0.001
   0.075   1.000   0.271   0.000   0.001
   0.100   2.000   0.267   0.000   0.002
   0.125   2.000   0.267   0.000   0.003
   0.150   2.000   0.272   0.000   0.007
   0.175   2.000   0.280   0.000   0.015
   0.200   2.000   0.289   0.000   0.031
   0.225   3.000   0.299   0.000   0.055
   0.250   5.000   0.309   0.000   0.084
   0.275   5.000   0.319   0.000   0.115
   0.300   6.000   0.330   0.000   0.144
   0.325   6.000   0.340   0.000   0.169
   0.350   7.000   0.349   0.000   0.192
   0.375   7.000   0.358   0.000   0.211
   0.400   7.000   0.367   0.000   0.228
   0.425   7.000   0.374   0.000   0.242
   0.450   7.000   0.381   0.000   0.255
   0.475   7.000   0.388   0.000   0.265
   0.500   9.000   0.394   0.000   0.275
   0.525   9.000   0.399   0.000   0.283
   0.550   9.000   0.404   0.000   0.290
   0.575  10.000   0.408   0.000   0.296
   0.600  10.000   0.412   0.000   0.302
   0.625  11.000   0.412   0.000   0.301
   0.650  11.000   0.412   0.000   0.301
   0.675  11.000   0.413   0.000   0.301
   0.700  12.000   0.413   0.000   0.301
   0.725  13.000   0.413   0.000   0.301
   0.750  13.000   0.413   0.000   0.301
   0.775  14.000   0.413   0.000   0.301
   0.800  14.000   0.414   0.000   0.301
   0.825  14.000   0.414   0.000   0.301
   0.850  14.000   0.414   0.000   0.301
   0.875  14.000   0.414   0.000   0.301
   0.900  14.000   0.414   0.000   0.301
   0.925  14.000   0.414   0.000   0.301
   0.950  14.000   0.414   0.000   0.301
   0.975  14.000   0.414   0.000   0.301
   1.000  14.000   0.414   0.000   0.301
