  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.176   0.000   0.000
   0.025   2.000   0.170   0.000   0.000
   0.050   2.000   0.176   0.000   0.000
   0.075   2.000   0.193   0.000   0.000
   0.100   2.000   0.218   0.001   0.002
   0.125   2.000   0.239   0.003   0.006
   0.150   2.000   0.247   0.006   0.014
   0.175   3.000   0.253   0.011   0.029
   0.200   5.000   0.263   0.018   0.052
   0.225   5.000   0.279   0.026   0.081
   0.250   5.000   0.280   0.030   0.098
   0.275   7.000   0.266   0.031   0.105
   0.300   7.000   0.254   0.031   0.111
   0.325   7.000   0.248   0.032   0.119
   0.350   7.000   0.248   0.033   0.129
   0.375   7.000   0.252   0.034   0.141
   0.400   7.000   0.259   0.035   0.154
   0.425   7.000   0.267   0.035   0.167
   0.450   7.000   0.277   0.035   0.180
   0.475   7.000   0.287   0.034   0.192
   0.500   7.000   0.296   0.033   0.205
   0.525   7.000   0.305   0.031   0.216
   0.550   6.000   0.314   0.029   0.227
   0.575   6.000   0.316   0.026   0.229
   0.600   6.000   0.319   0.023   0.231
   0.625   6.000   0.321   0.020   0.233
   0.650   6.000   0.324   0.018   0.234
   0.675   6.000   0.327   0.015   0.235
   0.700   6.000   0.329   0.013   0.236
   0.725   6.000   0.332   0.011   0.236
   0.750   6.000   0.334   0.010   0.237
   0.775   6.000   0.336   0.008   0.237
   0.800   6.000   0.338   0.007   0.237
   0.825   6.000   0.340   0.006   0.237
   0.850   7.000   0.342   0.005   0.236
   0.875   8.000   0.343   0.004   0.236
   0.900   8.000   0.345   0.004   0.236
   0.925   8.000   0.346   0.003   0.236
   0.950   9.000   0.347   0.002   0.235
   0.975   9.000   0.348   0.002   0.235
   1.000   9.000   0.349   0.002   0.235
