  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.148   0.018   0.000
   0.025   3.000   0.126   0.015   0.000
   0.050   3.000   0.110   0.015   0.000
   0.075   4.000   0.100   0.016   0.000
   0.100   4.000   0.095   0.021   0.001
   0.125   4.000   0.096   0.032   0.001
   0.150   4.000   0.103   0.052   0.001
   0.175   4.000   0.114   0.083   0.002
   0.200   4.000   0.130   0.120   0.003
   0.225   4.000   0.146   0.159   0.004
   0.250   4.000   0.163   0.197   0.004
   0.275   4.000   0.179   0.231   0.005
   0.300   4.000   0.193   0.261   0.005
   0.325   4.000   0.205   0.288   0.005
   0.350   4.000   0.216   0.311   0.005
   0.375   4.000   0.225   0.331   0.005
   0.400   3.000   0.232   0.349   0.005
   0.425   3.000   0.238   0.365   0.004
   0.450   3.000   0.243   0.380   0.004
   0.475   3.000   0.248   0.392   0.005
   0.500   3.000   0.251   0.403   0.005
   0.525   4.000   0.253   0.412   0.005
   0.550   4.000   0.250   0.411   0.006
   0.575   4.000   0.246   0.409   0.007
   0.600   4.000   0.242   0.406   0.008
   0.625   4.000   0.239   0.402   0.009
   0.650   4.000   0.234   0.398   0.011
   0.675   4.000   0.230   0.393   0.012
   0.700   4.000   0.225   0.388   0.014
   0.725   4.000   0.221   0.382   0.016
   0.750   4.000   0.216   0.376   0.018
   0.775   4.000   0.211   0.371   0.020
   0.800   4.000   0.207   0.364   0.022
   0.825   4.000   0.202   0.358   0.024
   0.850   4.000   0.197   0.351   0.026
   0.875   4.000   0.192   0.345   0.028
   0.900   4.000   0.187   0.338   0.030
   0.925   4.000   0.183   0.331   0.032
   0.950   4.000   0.178   0.324   0.034
   0.975   4.000   0.174   0.318   0.036
   1.000   4.000   0.170   0.311   0.037
