  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.058   0.005   0.000
   0.025   4.000   0.053   0.006   0.000
   0.050   4.000   0.048   0.006   0.000
   0.075   4.000   0.045   0.007   0.000
   0.100   4.000   0.044   0.009   0.000
   0.125   4.000   0.046   0.012   0.000
   0.150   4.000   0.051   0.020   0.000
   0.175   4.000   0.058   0.033   0.001
   0.200   4.000   0.068   0.053   0.001
   0.225   4.000   0.080   0.079   0.001
   0.250   4.000   0.094   0.108   0.002
   0.275   4.000   0.109   0.137   0.002
   0.300   4.000   0.125   0.167   0.003
   0.325   4.000   0.140   0.194   0.003
   0.350   4.000   0.153   0.219   0.004
   0.375   4.000   0.165   0.241   0.005
   0.400   4.000   0.175   0.261   0.005
   0.425   4.000   0.184   0.278   0.006
   0.450   4.000   0.192   0.294   0.007
   0.475   4.000   0.189   0.292   0.008
   0.500   4.000   0.186   0.291   0.009
   0.525   4.000   0.183   0.289   0.010
   0.550   4.000   0.180   0.288   0.011
   0.575   4.000   0.177   0.286   0.012
   0.600   4.000   0.174   0.285   0.013
   0.625   4.000   0.171   0.283   0.014
   0.650   4.000   0.168   0.282   0.015
   0.675   4.000   0.166   0.280   0.017
   0.700   4.000   0.163   0.279   0.018
   0.725   4.000   0.160   0.277   0.020
   0.750   4.000   0.158   0.276   0.021
   0.775   4.000   0.155   0.275   0.023
   0.800   5.000   0.153   0.273   0.025
   0.825   5.000   0.150   0.272   0.026
   0.850   5.000   0.148   0.270   0.028
   0.875   5.000   0.146   0.269   0.030
   0.900   5.000   0.144   0.268   0.032
   0.925   5.000   0.141   0.267   0.033
   0.950   6.000   0.140   0.266   0.035
   0.975   6.000   0.138   0.264   0.037
   1.000   6.000   0.136   0.263   0.039
