  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   8.000   0.003   0.010   0.005
   0.025   8.000   0.004   0.011   0.006
   0.050   8.000   0.004   0.013   0.007
   0.075   8.000   0.005   0.017   0.009
   0.100   7.000   0.007   0.024   0.012
   0.125   7.000   0.014   0.033   0.017
   0.150   8.000   0.018   0.037   0.020
   0.175   8.000   0.014   0.039   0.019
   0.200   8.000   0.015   0.046   0.023
   0.225   7.000   0.021   0.058   0.030
   0.250   7.000   0.030   0.075   0.040
   0.275   7.000   0.040   0.095   0.054
   0.300   9.000   0.050   0.116   0.069
   0.325   9.000   0.059   0.137   0.087
   0.350   9.000   0.067   0.155   0.105
   0.375   9.000   0.073   0.172   0.123
   0.400   9.000   0.077   0.185   0.141
   0.425   9.000   0.081   0.195   0.158
   0.450   9.000   0.078   0.189   0.161
   0.475   9.000   0.076   0.185   0.163
   0.500   9.000   0.074   0.182   0.166
   0.525   9.000   0.073   0.179   0.168
   0.550  10.000   0.072   0.177   0.169
   0.575  10.000   0.071   0.175   0.171
   0.600  10.000   0.070   0.173   0.172
   0.625  10.000   0.069   0.172   0.173
   0.650  10.000   0.069   0.171   0.173
   0.675  10.000   0.069   0.170   0.174
   0.700  10.000   0.069   0.170   0.174
   0.725  10.000   0.068   0.169   0.173
   0.750  10.000   0.069   0.169   0.173
   0.775  10.000   0.069   0.169   0.172
   0.800  10.000   0.069   0.169   0.171
   0.825  10.000   0.069   0.169   0.170
   0.850  10.000   0.069   0.169   0.169
   0.875  10.000   0.070   0.170   0.168
   0.900  10.000   0.070   0.170   0.166
   0.925  10.000   0.071   0.171   0.164
   0.950  10.000   0.071   0.171   0.163
   0.975  10.000   0.072   0.172   0.161
   1.000  10.000   0.072   0.173   0.159
