TEXTURE AT STRAIN =    0.0500
   1.000   1.001   0.999  <-- length of phase ellipsoid axes
  105.35   15.14   -8.68  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
   92.48  152.73 -100.03   0.0016500
