  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.246   0.245   0.490
   0.025  22.000   0.242   0.247   0.491
   0.050  21.000   0.238   0.248   0.490
   0.075  21.000   0.234   0.248   0.488
   0.100  20.000   0.230   0.245   0.482
   0.125  18.000   0.226   0.239   0.471
   0.150  19.000   0.223   0.236   0.465
   0.175  21.000   0.223   0.238   0.467
   0.200  21.000   0.219   0.235   0.462
   0.225  20.000   0.213   0.229   0.449
   0.250  22.000   0.204   0.220   0.431
   0.275  21.000   0.193   0.209   0.409
   0.300  20.000   0.182   0.197   0.386
   0.325  20.000   0.171   0.185   0.362
   0.350  21.000   0.161   0.173   0.339
   0.375  21.000   0.152   0.162   0.318
   0.400  21.000   0.144   0.153   0.300
   0.425  21.000   0.137   0.145   0.285
   0.450  21.000   0.138   0.146   0.288
   0.475  21.000   0.138   0.147   0.289
   0.500  21.000   0.139   0.148   0.291
   0.525  21.000   0.139   0.149   0.292
   0.550  21.000   0.140   0.149   0.293
   0.575  22.000   0.140   0.150   0.294
   0.600  22.000   0.140   0.150   0.294
   0.625  22.000   0.140   0.150   0.295
   0.650  22.000   0.140   0.151   0.295
   0.675  22.000   0.141   0.151   0.296
   0.700  22.000   0.141   0.151   0.296
   0.725  22.000   0.141   0.151   0.297
   0.750  22.000   0.141   0.151   0.297
   0.775  22.000   0.141   0.152   0.297
   0.800  22.000   0.141   0.152   0.298
   0.825  22.000   0.142   0.152   0.298
   0.850  22.000   0.142   0.152   0.298
   0.875  22.000   0.142   0.152   0.299
   0.900  22.000   0.142   0.152   0.299
   0.925  22.000   0.142   0.153   0.299
   0.950  22.000   0.142   0.153   0.299
   0.975  22.000   0.143   0.153   0.300
   1.000  22.000   0.143   0.153   0.300
