  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.091   0.003   0.000
   0.025   2.000   0.086   0.004   0.000
   0.050   3.000   0.087   0.006   0.000
   0.075   3.000   0.084   0.006   0.000
   0.100   3.000   0.080   0.007   0.000
   0.125   3.000   0.080   0.009   0.000
   0.150   4.000   0.083   0.014   0.001
   0.175   4.000   0.089   0.025   0.002
   0.200   4.000   0.097   0.043   0.003
   0.225   4.000   0.108   0.068   0.005
   0.250   4.000   0.120   0.097   0.007
   0.275   4.000   0.133   0.128   0.009
   0.300   4.000   0.146   0.157   0.010
   0.325   4.000   0.158   0.185   0.011
   0.350   4.000   0.169   0.210   0.012
   0.375   3.000   0.179   0.232   0.012
   0.400   3.000   0.188   0.252   0.012
   0.425   3.000   0.196   0.270   0.012
   0.450   3.000   0.204   0.286   0.011
   0.475   3.000   0.210   0.300   0.011
   0.500   3.000   0.208   0.300   0.009
   0.525   4.000   0.207   0.301   0.008
   0.550   4.000   0.205   0.301   0.007
   0.575   4.000   0.203   0.300   0.007
   0.600   4.000   0.201   0.300   0.006
   0.625   4.000   0.199   0.299   0.005
   0.650   4.000   0.197   0.297   0.005
   0.675   4.000   0.196   0.296   0.004
   0.700   4.000   0.194   0.294   0.004
   0.725   4.000   0.191   0.292   0.004
   0.750   4.000   0.189   0.290   0.004
   0.775   4.000   0.187   0.288   0.004
   0.800   4.000   0.185   0.286   0.004
   0.825   4.000   0.183   0.284   0.004
   0.850   4.000   0.181   0.282   0.005
   0.875   4.000   0.179   0.280   0.005
   0.900   4.000   0.177   0.278   0.005
   0.925   4.000   0.174   0.276   0.006
   0.950   4.000   0.172   0.274   0.006
   0.975   4.000   0.170   0.272   0.007
   1.000   4.000   0.168   0.271   0.007
