  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.219   0.208   0.422
   0.025  28.000   0.223   0.210   0.428
   0.050  28.000   0.224   0.211   0.430
   0.075  29.000   0.223   0.211   0.429
   0.100  28.000   0.220   0.209   0.424
   0.125  27.000   0.214   0.205   0.415
   0.150  25.000   0.203   0.198   0.400
   0.175  25.000   0.185   0.185   0.370
   0.200  25.000   0.165   0.166   0.332
   0.225  26.000   0.154   0.156   0.310
   0.250  25.000   0.144   0.149   0.295
   0.275  26.000   0.135   0.141   0.278
   0.300  26.000   0.125   0.133   0.261
   0.325  26.000   0.117   0.125   0.245
   0.350  27.000   0.109   0.117   0.230
   0.375  28.000   0.103   0.111   0.217
   0.400  27.000   0.097   0.105   0.205
   0.425  27.000   0.092   0.099   0.194
   0.450  26.000   0.087   0.094   0.185
   0.475  25.000   0.083   0.090   0.176
   0.500  26.000   0.080   0.086   0.169
   0.525  26.000   0.077   0.083   0.162
   0.550  27.000   0.074   0.080   0.156
   0.575  27.000   0.074   0.080   0.157
   0.600  27.000   0.075   0.080   0.157
   0.625  27.000   0.075   0.080   0.157
   0.650  27.000   0.075   0.080   0.157
   0.675  27.000   0.075   0.080   0.157
   0.700  27.000   0.075   0.080   0.158
   0.725  26.000   0.075   0.080   0.158
   0.750  26.000   0.075   0.080   0.158
   0.775  26.000   0.075   0.080   0.158
   0.800  26.000   0.076   0.081   0.158
   0.825  26.000   0.076   0.081   0.158
   0.850  26.000   0.076   0.081   0.159
   0.875  26.000   0.076   0.081   0.159
   0.900  26.000   0.076   0.081   0.159
   0.925  26.000   0.077   0.081   0.160
   0.950  26.000   0.077   0.082   0.160
   0.975  26.000   0.077   0.082   0.161
   1.000  26.000   0.078   0.082   0.162
