          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.21296E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.68110E+02  0.73469E+02 -0.14158E+03 -0.22390E+01  0.54689E+01  0.64658E+01      982.00
  0.24931E-01  0.21210E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.71253E+02  0.69790E+02 -0.14104E+03 -0.21706E+01  0.58473E+01  0.60545E+01      982.00
  0.49867E-01  0.20721E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.71687E+02  0.66074E+02 -0.13776E+03 -0.18185E+01  0.53783E+01  0.61488E+01      982.00
  0.74799E-01  0.20757E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.73258E+02  0.64678E+02 -0.13794E+03 -0.11324E+01  0.47089E+01  0.70708E+01      982.00
  0.99719E-01  0.21393E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.76574E+02  0.65471E+02 -0.14204E+03 -0.42229E+00  0.41911E+01  0.85848E+01      982.00
  0.12462E+00  0.22740E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.82318E+02  0.68489E+02 -0.15081E+03  0.25097E+00  0.40837E+01  0.10750E+02      982.00
  0.14949E+00  0.24594E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.89731E+02  0.73131E+02 -0.16286E+03  0.85664E+00  0.42854E+01  0.13441E+02      982.00
  0.17432E+00  0.26792E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.98185E+02  0.78990E+02 -0.17718E+03  0.14373E+01  0.47905E+01  0.16319E+02      982.00
  0.19912E+00  0.29074E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10668E+03  0.85401E+02 -0.19208E+03  0.20092E+01  0.55273E+01  0.18923E+02      982.00
  0.22389E+00  0.31210E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11436E+03  0.91734E+02 -0.20609E+03  0.25677E+01  0.64018E+01  0.20931E+02      982.00
  0.24866E+00  0.33147E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12127E+03  0.97600E+02 -0.21887E+03  0.31312E+01  0.74021E+01  0.22182E+02      982.00
  0.27342E+00  0.34870E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12735E+03  0.10296E+03 -0.23031E+03  0.36970E+01  0.84790E+01  0.22703E+02      982.00
  0.29819E+00  0.36402E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13263E+03  0.10790E+03 -0.24053E+03  0.42579E+01  0.95890E+01  0.22687E+02      982.00
  0.32296E+00  0.37758E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13720E+03  0.11245E+03 -0.24965E+03  0.48105E+01  0.10718E+02  0.22079E+02      982.00
  0.34776E+00  0.38942E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14099E+03  0.11666E+03 -0.25765E+03  0.53075E+01  0.11814E+02  0.21163E+02      982.00
  0.37257E+00  0.40043E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14435E+03  0.12075E+03 -0.26510E+03  0.57677E+01  0.12923E+02  0.20019E+02      982.00
