  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.197   0.000   0.000
   0.025   2.000   0.183   0.000   0.000
   0.050   2.000   0.174   0.000   0.000
   0.075   2.000   0.168   0.000   0.000
   0.100   2.000   0.166   0.000   0.000
   0.125   2.000   0.168   0.000   0.001
   0.150   2.000   0.174   0.000   0.001
   0.175   2.000   0.182   0.000   0.003
   0.200   2.000   0.194   0.000   0.006
   0.225   2.000   0.207   0.000   0.014
   0.250   4.000   0.222   0.000   0.030
   0.275   5.000   0.238   0.000   0.054
   0.300   7.000   0.254   0.000   0.080
   0.325   7.000   0.268   0.000   0.106
   0.350   7.000   0.282   0.000   0.131
   0.375   7.000   0.295   0.000   0.153
   0.400   9.000   0.306   0.000   0.172
   0.425  10.000   0.316   0.000   0.189
   0.450  11.000   0.325   0.000   0.203
   0.475  12.000   0.333   0.000   0.216
   0.500  13.000   0.340   0.000   0.227
   0.525  14.000   0.346   0.000   0.237
   0.550  14.000   0.346   0.000   0.236
   0.575  13.000   0.346   0.000   0.236
   0.600  13.000   0.346   0.000   0.236
   0.625  13.000   0.346   0.000   0.236
   0.650  13.000   0.346   0.000   0.235
   0.675  13.000   0.346   0.000   0.235
   0.700  13.000   0.346   0.000   0.235
   0.725  13.000   0.347   0.000   0.235
   0.750  13.000   0.347   0.000   0.235
   0.775  13.000   0.347   0.000   0.235
   0.800  13.000   0.347   0.000   0.235
   0.825  13.000   0.347   0.000   0.235
   0.850  13.000   0.347   0.000   0.234
   0.875  13.000   0.347   0.000   0.234
   0.900  13.000   0.347   0.000   0.234
   0.925  13.000   0.347   0.000   0.234
   0.950  13.000   0.347   0.000   0.234
   0.975  13.000   0.347   0.000   0.234
   1.000  13.000   0.347   0.000   0.234
