  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.071   0.003   0.000
   0.025   2.000   0.065   0.003   0.000
   0.050   2.000   0.064   0.004   0.000
   0.075   4.000   0.062   0.006   0.000
   0.100   4.000   0.060   0.008   0.000
   0.125   4.000   0.060   0.011   0.000
   0.150   4.000   0.063   0.018   0.001
   0.175   4.000   0.069   0.030   0.001
   0.200   4.000   0.078   0.050   0.001
   0.225   4.000   0.090   0.075   0.002
   0.250   4.000   0.104   0.105   0.003
   0.275   4.000   0.118   0.135   0.003
   0.300   4.000   0.133   0.164   0.004
   0.325   4.000   0.147   0.192   0.004
   0.350   4.000   0.159   0.217   0.005
   0.375   4.000   0.171   0.240   0.005
   0.400   4.000   0.181   0.260   0.005
   0.425   4.000   0.189   0.278   0.005
   0.450   4.000   0.196   0.294   0.006
   0.475   4.000   0.194   0.295   0.006
   0.500   4.000   0.191   0.295   0.006
   0.525   4.000   0.189   0.295   0.006
   0.550   4.000   0.186   0.295   0.007
   0.575   4.000   0.183   0.295   0.007
   0.600   4.000   0.181   0.295   0.008
   0.625   4.000   0.178   0.295   0.009
   0.650   4.000   0.175   0.294   0.009
   0.675   4.000   0.173   0.294   0.010
   0.700   4.000   0.170   0.293   0.011
   0.725   3.000   0.168   0.292   0.012
   0.750   3.000   0.165   0.291   0.014
   0.775   3.000   0.162   0.289   0.015
   0.800   3.000   0.160   0.288   0.016
   0.825   3.000   0.157   0.286   0.017
   0.850   4.000   0.155   0.284   0.019
   0.875   4.000   0.152   0.282   0.020
   0.900   4.000   0.150   0.280   0.022
   0.925   4.000   0.148   0.278   0.023
   0.950   4.000   0.146   0.276   0.025
   0.975   4.000   0.144   0.274   0.026
   1.000   4.000   0.142   0.271   0.028
