  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.178   0.181   0.359
   0.025  19.000   0.182   0.189   0.374
   0.050  19.000   0.186   0.197   0.387
   0.075  19.000   0.190   0.202   0.397
   0.100  21.000   0.193   0.206   0.404
   0.125  21.000   0.195   0.208   0.408
   0.150  21.000   0.196   0.208   0.409
   0.175  21.000   0.195   0.207   0.407
   0.200  21.000   0.193   0.204   0.402
   0.225  21.000   0.190   0.199   0.393
   0.250  21.000   0.183   0.192   0.379
   0.275  21.000   0.175   0.183   0.361
   0.300  21.000   0.165   0.174   0.342
   0.325  21.000   0.155   0.164   0.323
   0.350  21.000   0.146   0.155   0.305
   0.375  21.000   0.138   0.147   0.288
   0.400  21.000   0.131   0.139   0.274
   0.425  21.000   0.125   0.133   0.261
   0.450  21.000   0.119   0.127   0.249
   0.475  21.000   0.114   0.122   0.239
   0.500  21.000   0.109   0.117   0.230
   0.525  21.000   0.105   0.113   0.221
   0.550  21.000   0.102   0.109   0.214
   0.575  21.000   0.102   0.109   0.214
   0.600  21.000   0.102   0.109   0.215
   0.625  21.000   0.102   0.109   0.215
   0.650  21.000   0.102   0.109   0.215
   0.675  21.000   0.102   0.109   0.215
   0.700  21.000   0.102   0.109   0.214
   0.725  21.000   0.102   0.109   0.214
   0.750  21.000   0.102   0.109   0.214
   0.775  21.000   0.102   0.109   0.214
   0.800  22.000   0.102   0.109   0.214
   0.825  23.000   0.102   0.109   0.214
   0.850  23.000   0.101   0.109   0.214
   0.875  23.000   0.101   0.109   0.213
   0.900  23.000   0.101   0.109   0.213
   0.925  23.000   0.101   0.109   0.213
   0.950  23.000   0.101   0.109   0.213
   0.975  23.000   0.101   0.109   0.213
   1.000  23.000   0.101   0.109   0.213
