  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   5.000   0.028   0.023   0.004
   0.025   5.000   0.026   0.024   0.004
   0.050   5.000   0.016   0.016   0.002
   0.075   5.000   0.010   0.011   0.002
   0.100   5.000   0.008   0.011   0.002
   0.125   5.000   0.009   0.014   0.002
   0.150   6.000   0.012   0.020   0.003
   0.175   6.000   0.018   0.030   0.004
   0.200   6.000   0.027   0.045   0.007
   0.225   6.000   0.038   0.064   0.010
   0.250   6.000   0.051   0.089   0.015
   0.275   6.000   0.065   0.116   0.020
   0.300   6.000   0.080   0.144   0.027
   0.325   6.000   0.093   0.171   0.036
   0.350   6.000   0.104   0.195   0.045
   0.375   6.000   0.113   0.215   0.056
   0.400   6.000   0.119   0.231   0.067
   0.425   6.000   0.124   0.243   0.079
   0.450   7.000   0.119   0.236   0.084
   0.475   8.000   0.115   0.230   0.089
   0.500   8.000   0.111   0.225   0.093
   0.525   8.000   0.108   0.220   0.098
   0.550   8.000   0.105   0.216   0.102
   0.575   8.000   0.103   0.212   0.106
   0.600   9.000   0.101   0.209   0.110
   0.625   9.000   0.099   0.206   0.114
   0.650   9.000   0.097   0.204   0.117
   0.675   9.000   0.096   0.201   0.120
   0.700   9.000   0.095   0.199   0.122
   0.725   9.000   0.094   0.198   0.124
   0.750   9.000   0.093   0.196   0.126
   0.775   9.000   0.092   0.195   0.128
   0.800   9.000   0.092   0.194   0.129
   0.825   9.000   0.091   0.193   0.130
   0.850   9.000   0.091   0.192   0.131
   0.875   9.000   0.091   0.191   0.131
   0.900   9.000   0.090   0.191   0.131
   0.925   9.000   0.090   0.190   0.132
   0.950   9.000   0.090   0.190   0.131
   0.975   9.000   0.090   0.190   0.131
   1.000   9.000   0.090   0.190   0.131
