  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.354   0.000   0.002
   0.025   2.000   0.339   0.000   0.003
   0.050   2.000   0.315   0.000   0.003
   0.075   2.000   0.289   0.000   0.003
   0.100   2.000   0.263   0.000   0.003
   0.125   2.000   0.241   0.000   0.004
   0.150   2.000   0.224   0.000   0.005
   0.175   1.000   0.214   0.000   0.008
   0.200   1.000   0.210   0.000   0.014
   0.225   1.000   0.212   0.000   0.024
   0.250   1.000   0.218   0.000   0.040
   0.275   3.000   0.227   0.000   0.062
   0.300   4.000   0.239   0.000   0.086
   0.325   5.000   0.251   0.000   0.110
   0.350   6.000   0.263   0.000   0.133
   0.375   7.000   0.275   0.000   0.154
   0.400   8.000   0.286   0.000   0.172
   0.425   9.000   0.297   0.000   0.189
   0.450   9.000   0.306   0.000   0.203
   0.475   9.000   0.315   0.000   0.215
   0.500   9.000   0.323   0.000   0.226
   0.525  11.000   0.330   0.000   0.235
   0.550  11.000   0.337   0.000   0.244
   0.575  11.000   0.344   0.000   0.251
   0.600  11.000   0.343   0.000   0.249
   0.625  11.000   0.344   0.000   0.248
   0.650  11.000   0.344   0.000   0.247
   0.675  11.000   0.344   0.000   0.246
   0.700  11.000   0.344   0.000   0.246
   0.725  11.000   0.344   0.000   0.245
   0.750  11.000   0.344   0.000   0.244
   0.775  12.000   0.344   0.000   0.244
   0.800  12.000   0.344   0.000   0.243
   0.825  13.000   0.344   0.000   0.243
   0.850  13.000   0.344   0.000   0.242
   0.875  13.000   0.344   0.000   0.242
   0.900  13.000   0.344   0.000   0.242
   0.925  13.000   0.344   0.000   0.242
   0.950  13.000   0.344   0.000   0.241
   0.975  14.000   0.345   0.000   0.241
   1.000  14.000   0.345   0.000   0.241
