  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   5.000   0.028   0.022   0.004
   0.025   5.000   0.025   0.023   0.004
   0.050   5.000   0.016   0.015   0.002
   0.075   5.000   0.009   0.010   0.002
   0.100   5.000   0.008   0.011   0.002
   0.125   5.000   0.009   0.014   0.002
   0.150   6.000   0.012   0.020   0.003
   0.175   5.000   0.018   0.031   0.005
   0.200   5.000   0.026   0.048   0.007
   0.225   5.000   0.037   0.071   0.011
   0.250   5.000   0.049   0.098   0.016
   0.275   5.000   0.063   0.128   0.023
   0.300   5.000   0.076   0.159   0.031
   0.325   6.000   0.088   0.187   0.040
   0.350   7.000   0.097   0.211   0.050
   0.375   7.000   0.105   0.231   0.061
   0.400   7.000   0.110   0.246   0.073
   0.425   7.000   0.114   0.257   0.085
   0.450   7.000   0.110   0.249   0.090
   0.475   7.000   0.106   0.243   0.095
   0.500   7.000   0.102   0.237   0.100
   0.525   7.000   0.100   0.232   0.104
   0.550   7.000   0.097   0.227   0.109
   0.575   7.000   0.095   0.223   0.113
   0.600   7.000   0.093   0.219   0.116
   0.625   8.000   0.092   0.216   0.120
   0.650   8.000   0.090   0.213   0.123
   0.675   8.000   0.089   0.211   0.125
   0.700   8.000   0.089   0.208   0.127
   0.725   8.000   0.088   0.206   0.129
   0.750   8.000   0.087   0.204   0.131
   0.775   8.000   0.087   0.203   0.132
   0.800   8.000   0.087   0.201   0.133
   0.825   8.000   0.086   0.200   0.133
   0.850   8.000   0.086   0.199   0.134
   0.875   9.000   0.086   0.199   0.134
   0.900   9.000   0.086   0.198   0.134
   0.925   9.000   0.086   0.197   0.133
   0.950   9.000   0.086   0.197   0.133
   0.975   9.000   0.086   0.197   0.132
   1.000   9.000   0.087   0.196   0.132
