  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   1.000   0.123   0.001   0.000
   0.025   1.000   0.111   0.001   0.000
   0.050   2.000   0.106   0.001   0.000
   0.075   1.000   0.108   0.002   0.000
   0.100   1.000   0.114   0.004   0.001
   0.125   2.000   0.112   0.008   0.001
   0.150   2.000   0.107   0.011   0.002
   0.175   2.000   0.107   0.018   0.003
   0.200   2.000   0.111   0.030   0.005
   0.225   4.000   0.120   0.050   0.008
   0.250   4.000   0.131   0.073   0.013
   0.275   4.000   0.144   0.099   0.017
   0.300   6.000   0.157   0.125   0.022
   0.325   6.000   0.170   0.150   0.025
   0.350   6.000   0.182   0.172   0.028
   0.375   6.000   0.193   0.193   0.030
   0.400   6.000   0.203   0.211   0.031
   0.425   6.000   0.212   0.228   0.031
   0.450   6.000   0.220   0.243   0.031
   0.475   4.000   0.227   0.257   0.030
   0.500   4.000   0.225   0.259   0.027
   0.525   4.000   0.224   0.260   0.024
   0.550   4.000   0.223   0.262   0.022
   0.575   4.000   0.221   0.263   0.019
   0.600   4.000   0.220   0.265   0.017
   0.625   4.000   0.218   0.266   0.015
   0.650   4.000   0.216   0.267   0.014
   0.675   4.000   0.215   0.268   0.012
   0.700   4.000   0.213   0.269   0.011
   0.725   4.000   0.211   0.270   0.009
   0.750   4.000   0.209   0.271   0.008
   0.775   4.000   0.207   0.271   0.007
   0.800   4.000   0.205   0.271   0.006
   0.825   4.000   0.203   0.272   0.006
   0.850   4.000   0.201   0.272   0.005
   0.875   4.000   0.199   0.272   0.005
   0.900   4.000   0.196   0.272   0.004
   0.925   4.000   0.194   0.272   0.004
   0.950   4.000   0.192   0.271   0.004
   0.975   4.000   0.189   0.271   0.003
   1.000   4.000   0.187   0.271   0.003
