  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.235   0.236   0.472
   0.025  24.000   0.235   0.237   0.473
   0.050  22.000   0.233   0.237   0.471
   0.075  20.000   0.230   0.239   0.473
   0.100  20.000   0.228   0.243   0.477
   0.125  21.000   0.225   0.244   0.477
   0.150  21.000   0.222   0.242   0.472
   0.175  21.000   0.217   0.237   0.462
   0.200  21.000   0.210   0.229   0.448
   0.225  21.000   0.201   0.219   0.429
   0.250  21.000   0.191   0.208   0.406
   0.275  21.000   0.180   0.196   0.383
   0.300  21.000   0.169   0.184   0.360
   0.325  22.000   0.159   0.173   0.338
   0.350  23.000   0.150   0.162   0.318
   0.375  23.000   0.142   0.153   0.300
   0.400  21.000   0.135   0.145   0.284
   0.425  21.000   0.128   0.138   0.270
   0.450  21.000   0.123   0.131   0.258
   0.475  21.000   0.124   0.132   0.260
   0.500  21.000   0.125   0.133   0.262
   0.525  21.000   0.126   0.134   0.264
   0.550  21.000   0.127   0.135   0.266
   0.575  21.000   0.128   0.136   0.268
   0.600  21.000   0.129   0.137   0.269
   0.625  21.000   0.129   0.138   0.271
   0.650  21.000   0.130   0.139   0.272
   0.675  21.000   0.131   0.139   0.274
   0.700  21.000   0.131   0.140   0.275
   0.725  21.000   0.132   0.141   0.276
   0.750  21.000   0.133   0.141   0.278
   0.775  21.000   0.133   0.142   0.279
   0.800  21.000   0.134   0.143   0.280
   0.825  21.000   0.134   0.143   0.281
   0.850  21.000   0.135   0.144   0.282
   0.875  21.000   0.135   0.144   0.283
   0.900  21.000   0.136   0.145   0.284
   0.925  21.000   0.136   0.145   0.285
   0.950  21.000   0.136   0.146   0.286
   0.975  21.000   0.137   0.146   0.287
   1.000  21.000   0.137   0.147   0.288
