  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.053   0.004   0.000
   0.025   4.000   0.050   0.005   0.000
   0.050   4.000   0.052   0.007   0.000
   0.075   4.000   0.046   0.011   0.000
   0.100   4.000   0.038   0.013   0.000
   0.125   4.000   0.037   0.017   0.000
   0.150   4.000   0.039   0.024   0.000
   0.175   4.000   0.046   0.037   0.001
   0.200   4.000   0.056   0.056   0.001
   0.225   4.000   0.069   0.081   0.001
   0.250   4.000   0.083   0.109   0.001
   0.275   4.000   0.099   0.140   0.002
   0.300   4.000   0.115   0.169   0.003
   0.325   4.000   0.129   0.198   0.003
   0.350   4.000   0.142   0.224   0.004
   0.375   4.000   0.154   0.247   0.005
   0.400   4.000   0.163   0.268   0.006
   0.425   4.000   0.171   0.286   0.007
   0.450   4.000   0.177   0.302   0.009
   0.475   4.000   0.173   0.300   0.010
   0.500   4.000   0.169   0.299   0.011
   0.525   4.000   0.165   0.297   0.013
   0.550   4.000   0.162   0.296   0.015
   0.575   4.000   0.158   0.294   0.017
   0.600   4.000   0.154   0.292   0.018
   0.625   4.000   0.151   0.290   0.021
   0.650   4.000   0.148   0.288   0.023
   0.675   3.000   0.144   0.287   0.025
   0.700   3.000   0.141   0.285   0.028
   0.725   3.000   0.138   0.283   0.030
   0.750   3.000   0.135   0.280   0.033
   0.775   4.000   0.133   0.278   0.035
   0.800   5.000   0.130   0.276   0.038
   0.825   5.000   0.128   0.274   0.041
   0.850   5.000   0.126   0.271   0.043
   0.875   5.000   0.123   0.269   0.046
   0.900   5.000   0.122   0.266   0.048
   0.925   5.000   0.120   0.263   0.050
   0.950   5.000   0.118   0.261   0.053
   0.975   5.000   0.116   0.258   0.055
   1.000   5.000   0.115   0.256   0.057
