  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.126   0.001   0.000
   0.025   2.000   0.117   0.001   0.000
   0.050   2.000   0.116   0.002   0.000
   0.075   2.000   0.121   0.004   0.001
   0.100   3.000   0.130   0.009   0.002
   0.125   4.000   0.140   0.023   0.004
   0.150   4.000   0.150   0.046   0.008
   0.175   4.000   0.160   0.074   0.013
   0.200   6.000   0.171   0.103   0.018
   0.225   6.000   0.184   0.134   0.022
   0.250   6.000   0.197   0.166   0.027
   0.275   6.000   0.209   0.197   0.030
   0.300   6.000   0.220   0.225   0.033
   0.325   6.000   0.230   0.250   0.034
   0.350   6.000   0.238   0.273   0.034
   0.375   6.000   0.246   0.293   0.033
   0.400   6.000   0.252   0.312   0.032
   0.425   6.000   0.258   0.328   0.030
   0.450   6.000   0.262   0.343   0.027
   0.475   4.000   0.266   0.356   0.025
   0.500   4.000   0.270   0.368   0.022
   0.525   4.000   0.273   0.378   0.019
   0.550   4.000   0.276   0.388   0.017
   0.575   4.000   0.274   0.391   0.014
   0.600   4.000   0.272   0.393   0.012
   0.625   3.000   0.271   0.396   0.010
   0.650   3.000   0.269   0.398   0.009
   0.675   3.000   0.267   0.400   0.007
   0.700   3.000   0.266   0.402   0.006
   0.725   3.000   0.264   0.403   0.006
   0.750   4.000   0.262   0.404   0.005
   0.775   4.000   0.261   0.405   0.005
   0.800   4.000   0.259   0.405   0.005
   0.825   4.000   0.257   0.405   0.005
   0.850   4.000   0.255   0.405   0.005
   0.875   4.000   0.253   0.405   0.005
   0.900   4.000   0.250   0.404   0.005
   0.925   4.000   0.247   0.403   0.006
   0.950   4.000   0.244   0.401   0.007
   0.975   4.000   0.241   0.398   0.008
   1.000   4.000   0.237   0.396   0.009
