  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.050   0.010   0.000
   0.025   4.000   0.043   0.008   0.000
   0.050   4.000   0.038   0.008   0.000
   0.075   4.000   0.036   0.008   0.000
   0.100   4.000   0.036   0.010   0.000
   0.125   4.000   0.039   0.015   0.000
   0.150   4.000   0.043   0.024   0.000
   0.175   4.000   0.050   0.039   0.001
   0.200   4.000   0.061   0.060   0.001
   0.225   4.000   0.073   0.088   0.002
   0.250   4.000   0.088   0.119   0.002
   0.275   4.000   0.103   0.150   0.003
   0.300   4.000   0.118   0.180   0.003
   0.325   3.000   0.132   0.208   0.004
   0.350   3.000   0.144   0.232   0.005
   0.375   3.000   0.155   0.254   0.006
   0.400   3.000   0.163   0.272   0.008
   0.425   3.000   0.171   0.288   0.009
   0.450   3.000   0.177   0.300   0.011
   0.475   3.000   0.174   0.297   0.012
   0.500   3.000   0.171   0.293   0.014
   0.525   4.000   0.168   0.289   0.015
   0.550   4.000   0.165   0.286   0.017
   0.575   4.000   0.162   0.282   0.018
   0.600   4.000   0.160   0.278   0.020
   0.625   4.000   0.157   0.275   0.021
   0.650   4.000   0.155   0.271   0.023
   0.675   4.000   0.152   0.268   0.025
   0.700   4.000   0.150   0.265   0.027
   0.725   4.000   0.148   0.262   0.029
   0.750   4.000   0.146   0.259   0.030
   0.775   4.000   0.144   0.256   0.032
   0.800   4.000   0.142   0.254   0.034
   0.825   5.000   0.140   0.251   0.036
   0.850   6.000   0.138   0.249   0.038
   0.875   6.000   0.137   0.247   0.039
   0.900   6.000   0.135   0.244   0.041
   0.925   6.000   0.134   0.242   0.043
   0.950   6.000   0.132   0.240   0.044
   0.975   6.000   0.131   0.239   0.046
   1.000   6.000   0.130   0.237   0.047
