          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.14049E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.55758E+02  0.34414E+02 -0.90172E+02 -0.94971E+00  0.94125E+00  0.19101E+02      982.00
  0.24070E-01  0.14025E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.56139E+02  0.33375E+02 -0.89515E+02 -0.38086E+00  0.17021E+01  0.20347E+02      982.00
  0.48005E-01  0.14330E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.58037E+02  0.32623E+02 -0.90660E+02 -0.99047E-01  0.21007E+01  0.22689E+02      982.00
  0.71729E-01  0.15074E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.61961E+02  0.32112E+02 -0.94073E+02 -0.89380E-01  0.21556E+01  0.26641E+02      982.00
  0.95132E-01  0.16396E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.68529E+02  0.31725E+02 -0.10025E+03 -0.35285E+00  0.18494E+01  0.32880E+02      982.00
  0.11806E+00  0.18545E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.78804E+02  0.31254E+02 -0.11006E+03 -0.89303E+00  0.11492E+01  0.42562E+02      982.00
  0.14032E+00  0.21854E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.94131E+02  0.30436E+02 -0.12457E+03 -0.17267E+01 -0.30660E-02  0.57134E+02      982.00
  0.16169E+00  0.26560E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11535E+03  0.29035E+02 -0.14438E+03 -0.28275E+01 -0.15921E+01  0.77497E+02      982.00
  0.18208E+00  0.32124E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13998E+03  0.27192E+02 -0.16717E+03 -0.40710E+01 -0.33861E+01  0.10114E+03      982.00
  0.20159E+00  0.37337E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16293E+03  0.25269E+02 -0.18820E+03 -0.51073E+01 -0.48328E+01  0.12295E+03      982.00
  0.22049E+00  0.41363E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18070E+03  0.23695E+02 -0.20440E+03 -0.58840E+01 -0.58205E+01  0.13952E+03      982.00
  0.23903E+00  0.44291E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19370E+03  0.22486E+02 -0.21618E+03 -0.64673E+01 -0.64766E+01  0.15142E+03      982.00
  0.25733E+00  0.46451E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.20333E+03  0.21518E+02 -0.22485E+03 -0.69277E+01 -0.69372E+01  0.16014E+03      982.00
  0.27548E+00  0.48070E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21060E+03  0.20693E+02 -0.23129E+03 -0.73062E+01 -0.72797E+01  0.16667E+03      982.00
  0.29352E+00  0.49324E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21626E+03  0.19931E+02 -0.23619E+03 -0.76272E+01 -0.75545E+01  0.17177E+03      982.00
  0.31148E+00  0.50360E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22101E+03  0.19070E+02 -0.24008E+03 -0.78260E+01 -0.77161E+01  0.17604E+03      982.00
  0.32936E+00  0.51182E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22477E+03  0.18339E+02 -0.24311E+03 -0.81123E+01 -0.79653E+01  0.17947E+03      982.00
  0.34717E+00  0.51871E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22796E+03  0.17562E+02 -0.24552E+03 -0.83366E+01 -0.82015E+01  0.18241E+03      982.00
  0.36492E+00  0.52474E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23081E+03  0.16688E+02 -0.24750E+03 -0.85121E+01 -0.84309E+01  0.18503E+03      982.00
  0.38261E+00  0.52946E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23305E+03  0.15890E+02 -0.24894E+03 -0.87268E+01 -0.87769E+01  0.18715E+03      982.00
  0.40024E+00  0.53396E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23527E+03  0.14924E+02 -0.25019E+03 -0.88512E+01 -0.90960E+01  0.18919E+03      982.00
  0.41781E+00  0.53784E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23728E+03  0.13863E+02 -0.25115E+03 -0.89171E+01 -0.94568E+01  0.19097E+03      982.00
  0.43532E+00  0.54145E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23927E+03  0.12672E+02 -0.25194E+03 -0.89186E+01 -0.98739E+01  0.19262E+03      982.00
  0.45277E+00  0.54316E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24052E+03  0.11382E+02 -0.25190E+03 -0.87744E+01 -0.10232E+02  0.19350E+03      982.00
