  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.104   0.012   0.000
   0.025   3.000   0.088   0.010   0.000
   0.050   3.000   0.071   0.006   0.000
   0.075   3.000   0.064   0.006   0.000
   0.100   3.000   0.063   0.007   0.000
   0.125   3.000   0.065   0.009   0.000
   0.150   3.000   0.070   0.015   0.000
   0.175   3.000   0.077   0.027   0.001
   0.200   3.000   0.087   0.045   0.001
   0.225   3.000   0.100   0.069   0.002
   0.250   3.000   0.114   0.097   0.003
   0.275   3.000   0.130   0.125   0.003
   0.300   3.000   0.145   0.153   0.004
   0.325   3.000   0.160   0.178   0.004
   0.350   3.000   0.174   0.201   0.004
   0.375   3.000   0.186   0.222   0.004
   0.400   3.000   0.196   0.240   0.004
   0.425   3.000   0.206   0.257   0.004
   0.450   3.000   0.215   0.271   0.004
   0.475   3.000   0.222   0.284   0.004
   0.500   3.000   0.220   0.284   0.003
   0.525   3.000   0.217   0.284   0.003
   0.550   3.000   0.214   0.284   0.003
   0.575   3.000   0.212   0.283   0.003
   0.600   3.000   0.209   0.282   0.003
   0.625   3.000   0.206   0.281   0.003
   0.650   3.000   0.203   0.280   0.004
   0.675   3.000   0.200   0.279   0.004
   0.700   3.000   0.198   0.278   0.004
   0.725   3.000   0.195   0.277   0.005
   0.750   3.000   0.192   0.275   0.005
   0.775   3.000   0.189   0.274   0.006
   0.800   3.000   0.187   0.272   0.007
   0.825   3.000   0.184   0.271   0.007
   0.850   3.000   0.182   0.269   0.008
   0.875   3.000   0.179   0.268   0.009
   0.900   3.000   0.177   0.266   0.010
   0.925   3.000   0.174   0.265   0.011
   0.950   3.000   0.172   0.263   0.012
   0.975   3.000   0.170   0.262   0.013
   1.000   3.000   0.167   0.260   0.014
