  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   1.000   0.154   0.000   0.000
   0.025   2.000   0.149   0.000   0.000
   0.050   2.000   0.149   0.000   0.000
   0.075   2.000   0.155   0.000   0.000
   0.100   2.000   0.161   0.000   0.000
   0.125   2.000   0.165   0.000   0.001
   0.150   2.000   0.171   0.000   0.001
   0.175   2.000   0.179   0.000   0.003
   0.200   2.000   0.190   0.000   0.006
   0.225   2.000   0.203   0.000   0.015
   0.250   2.000   0.217   0.000   0.031
   0.275   3.000   0.232   0.000   0.055
   0.300   5.000   0.247   0.000   0.081
   0.325   6.000   0.261   0.000   0.108
   0.350   6.000   0.275   0.000   0.133
   0.375   7.000   0.288   0.000   0.155
   0.400   8.000   0.299   0.000   0.174
   0.425   8.000   0.309   0.000   0.191
   0.450   8.000   0.318   0.000   0.205
   0.475   8.000   0.327   0.000   0.218
   0.500   8.000   0.334   0.000   0.229
   0.525   8.000   0.340   0.000   0.238
   0.550   8.000   0.346   0.000   0.247
   0.575   9.000   0.347   0.000   0.246
   0.600  10.000   0.347   0.000   0.246
   0.625  10.000   0.347   0.000   0.245
   0.650  10.000   0.347   0.000   0.245
   0.675  11.000   0.347   0.000   0.244
   0.700  11.000   0.347   0.000   0.244
   0.725  12.000   0.347   0.000   0.244
   0.750  12.000   0.347   0.000   0.244
   0.775  12.000   0.348   0.000   0.243
   0.800  12.000   0.348   0.000   0.243
   0.825  12.000   0.348   0.000   0.243
   0.850  12.000   0.348   0.000   0.243
   0.875  12.000   0.348   0.000   0.243
   0.900  12.000   0.348   0.000   0.243
   0.925  12.000   0.348   0.000   0.243
   0.950  12.000   0.348   0.000   0.243
   0.975  12.000   0.348   0.000   0.242
   1.000  12.000   0.348   0.000   0.242
