  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.206   0.215   0.425
   0.025  28.000   0.209   0.216   0.427
   0.050  25.000   0.210   0.214   0.426
   0.075  23.000   0.210   0.212   0.422
   0.100  21.000   0.210   0.210   0.419
   0.125  22.000   0.208   0.209   0.417
   0.150  23.000   0.205   0.208   0.414
   0.175  23.000   0.202   0.206   0.410
   0.200  23.000   0.198   0.203   0.403
   0.225  23.000   0.193   0.197   0.392
   0.250  22.000   0.185   0.190   0.377
   0.275  22.000   0.175   0.181   0.358
   0.300  21.000   0.164   0.171   0.337
   0.325  21.000   0.153   0.161   0.317
   0.350  21.000   0.143   0.151   0.298
   0.375  21.000   0.134   0.143   0.280
   0.400  22.000   0.126   0.135   0.265
   0.425  22.000   0.120   0.128   0.252
   0.450  23.000   0.114   0.122   0.240
   0.475  23.000   0.109   0.117   0.229
   0.500  23.000   0.104   0.113   0.220
   0.525  23.000   0.100   0.109   0.212
   0.550  23.000   0.097   0.105   0.205
   0.575  23.000   0.097   0.105   0.205
   0.600  23.000   0.097   0.105   0.205
   0.625  23.000   0.097   0.105   0.206
   0.650  23.000   0.097   0.105   0.206
   0.675  23.000   0.097   0.105   0.206
   0.700  23.000   0.097   0.105   0.206
   0.725  23.000   0.098   0.105   0.206
   0.750  23.000   0.098   0.105   0.206
   0.775  23.000   0.098   0.105   0.206
   0.800  23.000   0.098   0.105   0.206
   0.825  23.000   0.098   0.105   0.206
   0.850  23.000   0.098   0.105   0.206
   0.875  23.000   0.098   0.105   0.206
   0.900  23.000   0.098   0.105   0.206
   0.925  23.000   0.098   0.105   0.206
   0.950  23.000   0.098   0.105   0.206
   0.975  23.000   0.098   0.105   0.206
   1.000  23.000   0.098   0.105   0.206
