  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.174   0.174   0.348
   0.025  22.000   0.179   0.179   0.358
   0.050  26.000   0.182   0.183   0.366
   0.075  27.000   0.182   0.186   0.370
   0.100  26.000   0.181   0.187   0.371
   0.125  26.000   0.179   0.187   0.369
   0.150  26.000   0.175   0.184   0.364
   0.175  26.000   0.170   0.180   0.355
   0.200  26.000   0.163   0.173   0.341
   0.225  28.000   0.153   0.164   0.322
   0.250  28.000   0.143   0.154   0.301
   0.275  28.000   0.132   0.143   0.280
   0.300  28.000   0.123   0.133   0.260
   0.325  28.000   0.114   0.124   0.242
   0.350  29.000   0.106   0.115   0.225
   0.375  28.000   0.099   0.108   0.211
   0.400  28.000   0.094   0.102   0.199
   0.425  28.000   0.089   0.096   0.188
   0.450  28.000   0.084   0.092   0.179
   0.475  28.000   0.080   0.087   0.171
   0.500  28.000   0.077   0.084   0.163
   0.525  28.000   0.074   0.080   0.157
   0.550  28.000   0.071   0.077   0.151
   0.575  28.000   0.069   0.075   0.146
   0.600  28.000   0.066   0.073   0.142
   0.625  28.000   0.067   0.073   0.142
   0.650  28.000   0.067   0.073   0.142
   0.675  28.000   0.067   0.073   0.142
   0.700  28.000   0.066   0.073   0.142
   0.725  28.000   0.066   0.072   0.142
   0.750  28.000   0.066   0.072   0.141
   0.775  28.000   0.066   0.072   0.141
   0.800  28.000   0.066   0.072   0.141
   0.825  28.000   0.066   0.072   0.141
   0.850  28.000   0.066   0.072   0.141
   0.875  28.000   0.066   0.072   0.141
   0.900  28.000   0.066   0.072   0.141
   0.925  28.000   0.066   0.072   0.141
   0.950  28.000   0.066   0.072   0.141
   0.975  28.000   0.066   0.072   0.141
   1.000  28.000   0.066   0.072   0.141
