  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.244   0.000   0.000
   0.025   2.000   0.247   0.000   0.001
   0.050   2.000   0.224   0.000   0.001
   0.075   2.000   0.202   0.000   0.001
   0.100   2.000   0.186   0.000   0.001
   0.125   2.000   0.176   0.000   0.001
   0.150   2.000   0.172   0.000   0.002
   0.175   2.000   0.173   0.000   0.004
   0.200   2.000   0.178   0.001   0.008
   0.225   2.000   0.186   0.001   0.018
   0.250   3.000   0.197   0.002   0.034
   0.275   3.000   0.210   0.003   0.057
   0.300   5.000   0.225   0.004   0.082
   0.325   6.000   0.240   0.005   0.107
   0.350   6.000   0.254   0.006   0.131
   0.375   6.000   0.267   0.006   0.153
   0.400   5.000   0.278   0.006   0.172
   0.425   5.000   0.289   0.006   0.189
   0.450   5.000   0.299   0.005   0.204
   0.475   5.000   0.307   0.005   0.217
   0.500   6.000   0.315   0.004   0.229
   0.525   6.000   0.322   0.004   0.239
   0.550   6.000   0.323   0.003   0.238
   0.575   6.000   0.324   0.003   0.238
   0.600   8.000   0.325   0.002   0.238
   0.625   8.000   0.326   0.002   0.237
   0.650   8.000   0.327   0.001   0.237
   0.675   8.000   0.328   0.001   0.236
   0.700   8.000   0.329   0.001   0.236
   0.725   8.000   0.330   0.001   0.236
   0.750   9.000   0.331   0.001   0.235
   0.775   9.000   0.332   0.001   0.235
   0.800   9.000   0.333   0.000   0.235
   0.825   8.000   0.334   0.000   0.235
   0.850   8.000   0.335   0.000   0.234
   0.875   8.000   0.336   0.000   0.234
   0.900   8.000   0.337   0.000   0.234
   0.925   9.000   0.337   0.000   0.234
   0.950  10.000   0.338   0.000   0.234
   0.975  10.000   0.339   0.000   0.234
   1.000  11.000   0.339   0.000   0.234
