  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.244   0.000   0.000
   0.025   2.000   0.247   0.000   0.001
   0.050   2.000   0.224   0.000   0.001
   0.075   2.000   0.202   0.000   0.001
   0.100   2.000   0.186   0.000   0.001
   0.125   2.000   0.176   0.000   0.002
   0.150   2.000   0.172   0.000   0.002
   0.175   2.000   0.173   0.000   0.005
   0.200   2.000   0.178   0.001   0.010
   0.225   2.000   0.186   0.001   0.020
   0.250   4.000   0.197   0.002   0.037
   0.275   4.000   0.210   0.003   0.059
   0.300   5.000   0.224   0.004   0.084
   0.325   6.000   0.238   0.004   0.109
   0.350   6.000   0.251   0.005   0.132
   0.375   5.000   0.264   0.005   0.154
   0.400   5.000   0.276   0.005   0.173
   0.425   5.000   0.286   0.004   0.189
   0.450   5.000   0.296   0.004   0.204
   0.475   5.000   0.305   0.003   0.217
   0.500   6.000   0.312   0.003   0.228
   0.525   6.000   0.320   0.003   0.238
   0.550   6.000   0.327   0.002   0.246
   0.575   6.000   0.328   0.002   0.246
   0.600   8.000   0.329   0.001   0.245
   0.625   8.000   0.330   0.001   0.245
   0.650   8.000   0.331   0.001   0.244
   0.675   8.000   0.332   0.001   0.244
   0.700   8.000   0.334   0.000   0.243
   0.725   8.000   0.335   0.000   0.243
   0.750   8.000   0.336   0.000   0.242
   0.775   8.000   0.337   0.000   0.242
   0.800   8.000   0.338   0.000   0.242
   0.825   8.000   0.339   0.000   0.241
   0.850   8.000   0.340   0.000   0.241
   0.875   8.000   0.341   0.000   0.241
   0.900   9.000   0.342   0.000   0.241
   0.925   9.000   0.343   0.000   0.241
   0.950  10.000   0.343   0.000   0.241
   0.975  10.000   0.344   0.000   0.241
   1.000  10.000   0.345   0.000   0.241
